EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
898093,JACKSON COUNTY (ZONE), ,07/30/2020,1200,Wildfire, , ,0,0,0,0,OR,PST-8, ,149023,Z,26,MFR,0,0,NWS Storm Survey, , , , , , , , ,07/31/2020,2359, , , , ,"The Worthington Fire was detected on 07/30/20. The cause was a lightning strike. As of 08/01/20 at 06:30 PDT, the fire had burned 650 acres and was 12 percent contained.  500 thousand dollars had been expended on firefighting efforts.","The Worthington Fire was detected on 07/30/20. The cause was a lightning strike. As of 08/01/20 at 06:30 PDT, the fire had burned 650 acres and was 12 percent contained.  500 thousand dollars had been expended on firefighting efforts.",11
898311,JACKSON COUNTY (ZONE), ,08/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,149040,Z,26,MFR,0,0,Other Federal Agency, , , , , , , , ,08/16/2020,530, , , , ,"The Worthington Fire was detected on 07/30/20. The cause was a lightning strike. As of the last report on 08/16/20 at 06:30 PDT, the fire had burned 761 acres and was 100 percent contained. 3.8 million dollars had been expended on firefighting efforts.","The Worthington Fire was detected on 07/30/20. The cause was a lightning strike. As of the last report on 08/16/20 at 06:30 PDT, the fire had burned 761 acres and was 100 percent contained. 3.8 million dollars had been expended on firefighting efforts.",12
899398,KLAMATH CO.,PELICAN CITY,08/05/2020,1558,Hail,1.00, ,0,0,0,0,OR,PST-8, ,149217,C,35,MFR,0,0,Public, , , ,1,S,1,S,PELICAN CITY,08/05/2020,1603,42.24,-121.8,42.24,-121.8,"A member of the public reported large hail. They sent a picture of 1.0 inch hail taken next to a quarter for size estimation.  The reporter said that the picture was taken after some melting had occurred.","Strong surface heating, an upper level short wave, and monsoonal moisture in place combined to support the development of numerous afternoon and evening thunderstorms.  Some of these thunderstorms dropped large hail.",13
899399,KLAMATH CO.,KLAMATH FALLS,08/05/2020,1635,Hail,1.00, ,0,0,0,0,OR,PST-8, ,149217,C,35,MFR,0,0,Public, , , ,1,W,1,W,KLAMATH FALLS,08/05/2020,1640,42.23,-121.78,42.23,-121.78,"A member of the public sent a picture of quarter sized hail.","Strong surface heating, an upper level short wave, and monsoonal moisture in place combined to support the development of numerous afternoon and evening thunderstorms.  Some of these thunderstorms dropped large hail.",14
903109,EASTERN COLUMBIA RIVER GORGE (ZONE), ,08/12/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,149847,Z,41,PDT,0,0,Other Federal Agency, , , , , , , , ,08/18/2020,0, , , , ,"The Mosier Creek Fire was a human caused timber fire that burned approximately 1000 acres and destroyed 8 residences and 24 other structures. Over 650 structures were threatened during the course of the fire and there were numerous evacuations.","Numerous human and lightning caused wildfires started in August after prolonged heat at the very end of July and numerous rounds of thunderstorms in early to middle August. Another hot spell occurred in mid August increasing fire weather concerns.",15
903948,CENTRAL DOUGLAS COUNTY (ZONE), ,08/14/2020,1000,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,149942,Z,23,MFR,0,0,Official NWS Observations, , , , , , , , ,08/16/2020,2000, , , , ,"High temperatures in this zone ranged from 89 to 110 degrees. Low temperatures in this zone ranged from 46 to 66 degrees.","High pressure and a dry air mass supported very hot temperatures over inland areas during this interval. Minimum temperatures were quite warm as well. The heat was occasionally tempered by high clouds streaming over the area.",16
903955,JACKSON COUNTY (ZONE), ,08/14/2020,1000,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,149942,Z,26,MFR,0,0,Official NWS Observations, , , , , , , , ,08/17/2020,1607, , , , ,"High temperatures in this zone ranged from 88 to 108 degrees. Low temperatures in this zone ranged from 45 to 69 degrees.","High pressure and a dry air mass supported very hot temperatures over inland areas during this interval. Minimum temperatures were quite warm as well. The heat was occasionally tempered by high clouds streaming over the area.",17
903954,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE), ,08/14/2020,1000,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,149942,Z,24,MFR,0,0,Official NWS Observations, , , , , , , , ,08/17/2020,1607, , , , ,"High temperatures in this zone ranged from 86 to 111 degrees. Low temperatures in this zone ranged from 48 to 72 degrees.","High pressure and a dry air mass supported very hot temperatures over inland areas during this interval. Minimum temperatures were quite warm as well. The heat was occasionally tempered by high clouds streaming over the area.",18
903949,EASTERN DOUGLAS COUNTY FOOTHILLS (ZONE), ,08/14/2020,1000,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,149942,Z,25,MFR,0,0,Official NWS Observations, , , , , , , , ,08/16/2020,2000, , , , ,"High temperatures in this zone ranged from 85 to 100 degrees. Low temperatures in this zone ranged from 46 to 60 degrees.","High pressure and a dry air mass supported very hot temperatures over inland areas during this interval. Minimum temperatures were quite warm as well. The heat was occasionally tempered by high clouds streaming over the area.",19
903092,CENTRAL & EASTERN LAKE COUNTY (ZONE), ,08/16/2020,45,Wildfire, , ,0,0,0,0,OR,PST-8, ,149845,Z,31,MFR,0,0,Other Federal Agency, , , , , , , , ,08/31/2020,2359, , , , ,"The Crane wildfire was detected on 08/16/2020 at around 1345 PDT, and was started by lightning.  As of 0630 PDT on 08/31/2020, the fire had burned 2993 acres and was 95% contained.  5.5 million dollars had been spent on firefighting efforts.","The Crane wildfire was detected on 08/16/2020 at around 1345 PDT, and was started by lightning.  As of 0630 PDT on 09/01/2020, the fire had burned 2993 acres and was 95% contained.  5.5 million dollars had been spent on firefighting efforts.",20
921017,CENTRAL WILLAMETTE VALLEY (ZONE), ,08/16/2020,700,Heat, , ,0,0,0,0,OR,PST-8, ,152910,Z,7,PQR,0,1,Broadcast Media, , , , , , , , ,08/16/2020,2200, , , , ,"Temperatures across the area reached into the upper 90s and low 100s. This lead to many people seeking locations to cool off. A middle-aged woman drowned on the Pudding River near South Arndt Road west of Canby, Oregon on Sunday, August 16.","High pressure over the region led to a stretch of hot days from August 14 through August 17. Hot temperatures resulted in many people seeking locations to cool off in local rivers, which lead to two drownings as well as multiple people going to local hospitals for treatment of typical heat-related medical symptoms.",21
935717,NORTH OREGON CASCADES (ZONE), ,08/16/2020,1100,Wildfire, , ,0,0,0,0,OR,PST-8, ,155171,Z,11,PQR,0,0,Other Federal Agency, , , , , , , , ,08/31/2020,2359, , , , ,"The Beachie Creek wildfire started around 1100PDT on August 16, 2020 in the Opal Creek Wilderness, Marion county, OR at coordinates 44.821, -122.188.  The fire remained in a remote location through the month then grew rapidly in September. It was not contained until December.  The cause of the fire is unknown.","The Beachie Creek wildfire started in the hot dry days of mid August 2020 in a remote part of the North Oregon Cascades in Marion county.  The fire continued to burn through the month but remained in the remote location until September.  This episode is incorporated in the September 2020 Wildfires episode.",22
915320,EAST SLOPES OF THE OREGON CASCADES (ZONE), ,08/16/2020,1600,Wildfire, , ,0,0,0,0,OR,PST-8, ,149847,Z,509,PDT,0,0,Park/Forest Service, , , , , , , , ,08/31/2020,2259, , , , ,"Narrative was pulled from InciWEB site. Lightning sparked the Lionshead Fire, which began August 16, 2020, in Lionshead Canyon on the Confederated Tribes of Warm Springs Reservation approximately 14 miles west of the Warm Springs community. An historic windstorm arrived in the area on Monday, September 7, rapidly spreading the fire west onto the Willamette, Deschutes and Mt. Hood National Forests. The Lionshead Fire has heavily impacted several communities in the Santiam drainage and Breitenbush area, including the loss of 264 resident homes in Detroit. Highly valued natural and cultural resources were also threatened.","Numerous human and lightning caused wildfires started in August after prolonged heat at the very end of July and numerous rounds of thunderstorms in early to middle August. Another hot spell occurred in mid August increasing fire weather concerns.",23
903081,NORTH CENTRAL OREGON (ZONE), ,08/16/2020,1646,High Wind,50.00, ,0,0,0,0,OR,PST-8,MG,149841,Z,510,PDT,0,0,Mesonet, , , , , , , , ,08/16/2020,1650, , , , ,"Winds gusted to 58 mph 9 E Dufur from remnant outflow.","Remnant thunderstorms produced strong outflow winds across north central Oregon and south central Washington on August 16th during the evening. There was no lightning with this activity.",24
903084,EASTERN COLUMBIA RIVER GORGE (ZONE), ,08/16/2020,1705,High Wind,50.00, ,0,0,0,0,OR,PST-8,MG,149841,Z,41,PDT,0,0,Mesonet, , , , , , , , ,08/16/2020,1710, , , , ,"Winds gusted to 58 mph from remnant outflow 4 NNW Chenowith.","Remnant thunderstorms produced strong outflow winds across north central Oregon and south central Washington on August 16th during the evening. There was no lightning with this activity.",25
921018,CENTRAL WILLAMETTE VALLEY (ZONE), ,08/17/2020,800,Heat, , ,0,0,0,0,OR,PST-8, ,152910,Z,7,PQR,0,1,Broadcast Media, , , , , , , , ,08/17/2020,2200, , , , ,"Temperatures across the area reached into the upper 90s and low 100s. This lead to many people seeking locations to cool off. As a result, a person died Monday August 17 after jumping into the Clackamas River in Estacada, Oregon.","High pressure over the region led to a stretch of hot days from August 14 through August 17. Hot temperatures resulted in many people seeking locations to cool off in local rivers, which lead to two drownings as well as multiple people going to local hospitals for treatment of typical heat-related medical symptoms.",26
903049,JEFFERSON CO.,MADRAS,08/17/2020,1530,Thunderstorm Wind,52.00, ,0,0,0,0,OR,PST-8,EG,149831,C,31,PDT,0,0,Trained Spotter, , , ,6,NNW,6,NNW,MADRAS,08/17/2020,1540,44.7102,-121.1767,44.7102,-121.1767,"Report by spotter of downed powerlines along highway 26 between Warm Springs and Madras.","Isolated severe storms produced damaging winds over central and north central Oregon during the late afternoon and evening of August 17, 2020.",27
903054,JEFFERSON CO.,GATEWAY,08/17/2020,1530,Thunderstorm Wind,56.00, ,0,0,0,0,OR,PST-8,EG,149831,C,31,PDT,0,0,Public, , , ,7,WSW,7,WSW,GATEWAY,08/17/2020,1540,44.744,-121.2024,44.744,-121.2024,"Power poles reported down.","Isolated severe storms produced damaging winds over central and north central Oregon during the late afternoon and evening of August 17, 2020.",28
903051,JEFFERSON CO.,GATEWAY,08/17/2020,1530,Thunderstorm Wind,56.00, ,0,0,0,0,OR,PST-8,MG,149831,C,31,PDT,0,0,Trained Spotter, , , ,6,SW,6,SW,GATEWAY,08/17/2020,1540,44.7186,-121.1665,44.7186,-121.1665,"Trees down and neighbor lost porch.","Isolated severe storms produced damaging winds over central and north central Oregon during the late afternoon and evening of August 17, 2020.",29
903173,WASCO CO.,KAH-NEE-TA,08/17/2020,1605,Thunderstorm Wind,56.00, ,0,0,0,0,OR,PST-8,EG,149831,C,65,PDT,0,0,Broadcast Media, , , ,1,SSW,1,SSW,KAH-NEE-TA,08/17/2020,1610,44.83,-121.19,44.83,-121.19,"Roof torn off carport in the Wolf Creek subdivision north of Warm Springs.","Isolated severe storms produced damaging winds over central and north central Oregon during the late afternoon and evening of August 17, 2020.",30
903058,MORROW CO.,IONE,08/17/2020,1815,Thunderstorm Wind,50.00, ,0,0,0,0,OR,PST-8,EG,149831,C,49,PDT,0,0,Trained Spotter, , , ,2,NNE,2,NNE,IONE,08/17/2020,1825,45.5267,-119.8142,45.5267,-119.8142,"Tree down across route 74 at Ella Road.","Isolated severe storms produced damaging winds over central and north central Oregon during the late afternoon and evening of August 17, 2020.",31
915322,EAST SLOPES OF THE OREGON CASCADES (ZONE), ,09/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,152018,Z,509,PDT,0,0,Park/Forest Service, , , , , , , , ,09/30/2020,2259, , , , ,"Narrative was pulled from InciWEB site. Lightning sparked the Lionshead Fire, which began August 16, 2020, in Lionshead Canyon on the Confederated Tribes of Warm Springs Reservation approximately 14 miles west of the Warm Springs community. An historic windstorm arrived in the area on Monday, September 7, rapidly spreading the fire west onto the Willamette, Deschutes and Mt. Hood National Forests. The Lionshead Fire has heavily impacted several communities in the Santiam drainage and Breitenbush area, including the loss of 264 resident homes in Detroit. Highly valued natural and cultural resources were also threatened.","The Lionshead fire continued in earnest through September near Warm Springs, Oregon.",32
908344,CENTRAL & EASTERN LAKE COUNTY (ZONE), ,09/01/2020,0,Wildfire, , ,0,0,0,0,OR,PST-8, ,150645,Z,31,MFR,0,0,Other Federal Agency, , , , , , , , ,09/09/2020,530, , , , ,"The Crane wildfire was detected on 08/16/2020 at around 1345 PDT, and was started by lightning.  As of the last report at 0630 PDT on 09/09/2020, the fire had burned 2993 acres and was 100% contained.  5.6 million dollars had been spent on firefighting efforts.","The Crane wildfire was detected on 08/16/2020 at around 1345 PDT, and was started by lightning.  As of the last report at 0630 PDT on 09/09/2020, the fire had burned 2993 acres and was 100% contained.  5.6 million dollars had been spent on firefighting efforts.",33
908452,SISKIYOU MOUNTAINS & SOUTHERN OREGON CASCADES (ZONE), ,09/04/2020,1330,Wildfire, , ,0,0,0,0,OR,PST-8, ,150665,Z,28,MFR,0,0,Other Federal Agency, , , , , , , , ,09/10/2020,530, , , , ,"The Grizzly Creek wildfire was detected near 1425 PDT on 09/04/2020. The fire was likely caused by humans, as there was no thunderstorm activity in the area. As of the last report at 0630 PDT on 09/10/20, the fire had burned 325 acres and was 25% contained. 1.1 million dollars had been spent on firefighting efforts.","The Grizzly Creek wildfire was detected near 1425 PDT on 09/04/2020.  The fire was likely caused by humans, as there was no thunderstorm activity in the area.  As of the last report at 0630 PDT on 09/10/20, the fire had burned 325 acres and was 25% contained. 1.1 million dollars had been spent on firefighting efforts.",34
909244,JACKSON COUNTY (ZONE), ,09/06/2020,0,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,150846,Z,26,MFR,0,0,Official NWS Observations, , , , , , , , ,09/07/2020,2018, , , , ,"Reported high temperatures in this zone ranged from 95 to 102 degrees, and the reported low temperatures ranged from 46 to 58 degrees.","Strong high pressure aloft combined with a hot air mass already in place made for very hot conditions over southern Oregon.",35
909238,EASTERN CURRY COUNTY & JOSEPHINE COUNTY (ZONE), ,09/06/2020,0,Excessive Heat, , ,0,0,0,0,OR,PST-8, ,150846,Z,24,MFR,0,0,Official NWS Observations, , , , , , , , ,09/07/2020,2018, , , , ,"Reported high temperatures in this zone ranged from 87 to 104 degrees, and the reported low temperatures ranged from 47 to 68 degrees.","Strong high pressure aloft combined with a hot air mass already in place made for very hot conditions over southern Oregon.",36
909172,FOOTHILLS OF THE NORTHERN BLUE MOUNTAINS OF OREGON (ZONE), ,09/07/2020,1030,Dust Storm, , ,0,0,0,0,OR,PST-8, ,150820,Z,507,PDT,0,0,ASOS, , , , , , , , ,09/07/2020,1115, , , , ,"Pendleton ASOS  (KPDT) reported a visibility of 1/4 mile or less due to blowing dust and smoke. Visibilities were low for much of the day into the early evening.","A strong cold front moved south across Washington and Oregon on September 7th, 2020 producing strong northerly winds. These winds kicked up dust and reduced visibility to 1/4 mile at times.",37
935712,NORTH OREGON CASCADES (ZONE), ,09/07/2020,1145,Wildfire, , ,0,0,0,0,OR,PST-8, ,154273,Z,11,PQR,0,0,Other Federal Agency, , , , , , , , ,09/30/2020,2359, , , , ,"The Beachie Creek wildfire started around 1100PDT on August 16, 2020 in Marion county, OR at coordinates 44.821, -122.188. The fire grew to approximately 193,500 acres before being declared officially under control on December 2, 2020. Destroyed were 486 residential homes, 36 non-residential commercial properties, 801 other minor structures. There were 160 structures damaged. Affected were the towns of Mill City, Gates, Lyons and Detroit. During this conflagration 33388 people were evacuated, 5 citizens were fatally injured; and 2 citizens and 8 responders were injured. The cause of the fire is unknown.","After a period of upper level ridging brought a return to above normal temperatures in early September, very strong easterly downslope and offshore winds off the Cascades and Coastal Ranges occurred. Winds increased rapidly during the afternoon and evening of September 7 with the passage of an unseasonably strong backdoor cold front, and persisted through much of the following day. This resulted in extremely critical fire weather conditions when the strong winds combined with extremely low relative humidity and exceptionally dry existing fuel conditions. The result was explosive growth of ongoing wildfires, and the new start and explosive spread of numerous new wildfires. Widespread wind gusts from 50-70 mph were common on ridge tops and numerous other in exposed areas, including portions of the greater Portland metro area, the Willamette Valley, and areas of the Oregon coast. Strong winds caused widespread damage to trees, and downed numerous power lines across the region, which started at least 13 additional wildfires. Large portions of the cities of Detroit, Mehama, and Gates were destroyed, and significant portions of Idanha, Mill City, and Lyons also burned. Resultant large wildfires included these named incidents - In Oregon: Beachie Creek, Chehalem Mountain/Bald Peak, Riverside, and Lionshead, and in Washington: Big Hollow. Rapidly spreading wildfires resulted in multiple fatalities, hundreds of displaced persons for many weeks, and billions of dollars in damage.",38
929780,NORTH OREGON CASCADES FOOTHILLS (ZONE), ,09/07/2020,1145,Wildfire, , ,5,0,0,0,OR,PST-8, ,154273,Z,10,PQR,10,0,Other Federal Agency, , , , , , , , ,09/30/2020,2359, , , , ,"The Beachie Creek wildfire started around 1100PDT on August 16, 2020 in Marion county, OR at coordinates 44.821, -122.188.   The fire grew to approximately 193,500 acres before being declared officially under control on December 2, 2020.  Destroyed were 486 residential homes, 36 non-residential commercial properties, 801 other minor structures. There were 160 structures damaged. Affected were the towns of Mill City, Gates, Lyons, and Detroit.  During this conflagration 33388 people were evacuated,  5 citizens were fatally injured; and 2 citizens and 8 responders were injured. The cause of the fire is unknown.  This fire is also known as the Santiam Fire.","After a period of upper level ridging brought a return to above normal temperatures in early September, very strong easterly downslope and offshore winds off the Cascades and Coastal Ranges occurred. Winds increased rapidly during the afternoon and evening of September 7 with the passage of an unseasonably strong backdoor cold front, and persisted through much of the following day. This resulted in extremely critical fire weather conditions when the strong winds combined with extremely low relative humidity and exceptionally dry existing fuel conditions. The result was explosive growth of ongoing wildfires, and the new start and explosive spread of numerous new wildfires. Widespread wind gusts from 50-70 mph were common on ridge tops and numerous other in exposed areas, including portions of the greater Portland metro area, the Willamette Valley, and areas of the Oregon coast. Strong winds caused widespread damage to trees, and downed numerous power lines across the region, which started at least 13 additional wildfires. Large portions of the cities of Detroit, Mehama, and Gates were destroyed, and significant portions of Idanha, Mill City, and Lyons also burned. Resultant large wildfires included these named incidents - In Oregon: Beachie Creek, Chehalem Mountain/Bald Peak, Riverside, and Lionshead, and in Washington: Big Hollow. Rapidly spreading wildfires resulted in multiple fatalities, hundreds of displaced persons for many weeks, and billions of dollars in damage.",39
909186,LOWER COLUMBIA BASIN (ZONE), ,09/07/2020,1230,High Wind,54.00, ,0,0,0,0,OR,PST-8,EG,150837,Z,44,PDT,0,0,Trained Spotter, , , , , , , , ,09/07/2020,1630, , , , ,"Gust to 62 mph 1 WSW Umatilla. HF antenna blown over 5 WSW Plymouth, and tree on house in Hermiston.","A strong cold front produced strong northerly wind gusts of 40-65 mph across Oregon and Washington during the afternoon and early evening of September 7, 2020.",40
909179,LOWER COLUMBIA BASIN (ZONE), ,09/07/2020,1615,Wildfire, , ,0,0,0,0,OR,PST-8, ,150822,Z,44,PDT,0,0,Broadcast Media, , , , , , , , ,09/07/2020,1915, , , , ,"Wildfire occurred near Umatilla River Bridge near Umatilla, in the Power City area. Interstate 82 was closed for a period of time between MP1 and MP10.","A wildfire near Umatilla driven by strong winds temporarily closed interstate 82.",41
922949,GREATER  PORTLAND METRO AREA (ZONE), ,09/07/2020,1735,High Wind,45.00, ,0,0,100000000,0,OR,PST-8,MG,153297,Z,6,PQR,0,0,Mesonet, , , , , , , , ,09/08/2020,1100, , , , ,"The Portland ASOS (KPDX) recorded max sustained winds of 41 mph with a peak gust of 52 mph.","After a period of upper level ridging brought a return to above normal temperatures in early September, very strong easterly downslope and offshore winds off the Cascades and Coastal Ranges occurred. Winds increased rapidly during the afternoon and evening of September 7 with the passage of an unseasonably strong backdoor cold front, and persisted through much of the following day. This resulted in extremely critical fire weather conditions when the strong winds combined with extremely low relative humidity and exceptionally dry existing fuel conditions. The result was explosive growth of ongoing wildfires, and the new start and explosive spread of numerous new wildfires. Widespread wind gusts from 50-70 mph were common on ridge tops and numerous other in exposed areas, including portions of the greater Portland metro area, the Willamette Valley, and areas of the Oregon coast.  Strong winds caused widespread damage to trees, and downed numerous power lines across the region, which started at least 13 additional wildfires.  Large portions of the cities of Detroit, Mehama, and Gates were destroyed, and significant portions of Idanha, Mill City, and Lyons also burned. Resultant large wildfires included these named incidents - In Oregon: Beachie Creek, Chehalem Mountain/Bald Peak, Riverside, and Lionshead, and in Washington: Big Hollow. Rapidly spreading wildfires resulted in multiple fatalities, hundreds of displaced persons for many weeks, and billions of dollars in damage.",42
909613,KLAMATH BASIN (ZONE), ,09/07/2020,1758,Wildfire, , ,0,0,0,0,OR,PST-8, ,150912,Z,29,MFR,0,0,Other Federal Agency, , , , , , , , ,09/30/2020,2359, , , , ,"The Two Four Two wildfire started on 09/07/20 at 6:58 PM PDT. The cause is under investigation. As of 0630 PDT on 10/01/20, the fire had burned 14473 acres and was 97 percent contained. 48 structures had been lost.  7.3 million dollars had been spent on firefighting efforts.","The Two Four Two wildfire started on 09/07/20 at 6:58 PM PDT. The cause is under investigation. As of 0630 PDT on 10/01/20, the fire had burned 14473 acres and was 97 percent contained. 48 structures had been lost.  7.3 million dollars had been spent on firefighting efforts.",43
